Price,Year,Kilometer,Engine,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Fuel Type,Transmission,Owner,Seller Type,Drivetrain,PriceRange
10200.0,2011.0,85000.0,2143.0,4868.0,1854.0,1471.0,5.0,90.0,Diesel,Automatic,Second,Individual,RWD,3
11400.0,2019.0,32809.0,1598.0,4386.0,1699.0,1466.0,5.0,55.0,Diesel,Manual,First,Individual,FWD,2
9600.0,2018.0,66000.0,1248.0,3995.0,1735.0,1515.0,5.0,37.0,Diesel,Manual,First,Individual,FWD,1
19140.0,2018.0,54154.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Automatic,Second,Individual,FWD,1
19800.0,2015.0,75000.0,2143.0,4417.0,1804.0,1494.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,3
9839.988,2018.0,27963.0,1199.0,3999.0,1734.0,1601.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
3900.0,2012.0,68000.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,Second,Individual,FWD,1
7800.0,2018.0,32000.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
4500.0,2013.0,86000.0,1497.0,4440.0,1695.0,1485.0,5.0,42.0,Petrol,Manual,Second,Individual,FWD,1
3240.0,2014.0,82682.0,998.0,3620.0,1475.0,1460.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
9839.988,2020.0,30000.0,1396.0,3985.0,1734.0,1505.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
27360.0,2014.0,68000.0,1995.0,4899.0,2094.0,1464.0,5.0,67.0,Diesel,Automatic,First,Individual,RWD,3
7500.0,2014.0,54000.0,1498.0,3971.0,1682.0,1469.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
2940.0,2016.0,64000.0,998.0,3545.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
3612.0,2011.0,28513.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
7440.0,2019.0,42356.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
4020.0,2016.0,64000.0,1186.0,3765.0,1660.0,1520.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,1
5940.0,2019.0,46000.0,1086.0,3610.0,1645.0,1560.0,5.0,60.0,Otro,Manual,First,Individual,FWD,1
17820.0,2015.0,64120.0,2982.0,4705.0,1840.0,1850.0,7.0,80.0,Diesel,Manual,Second,Individual,RWD,2
3300.0,2011.0,65000.0,1248.0,3715.0,1680.0,1620.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
37080.0,2017.0,52000.0,2755.0,4795.0,1855.0,1835.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,2
5160.0,2020.0,5790.0,998.0,3565.0,1520.0,1564.0,5.0,27.0,Petrol,Manual,First,Individual,FWD,1
5100.0,2019.0,53241.0,998.0,3565.0,1520.0,1564.0,5.0,27.0,Petrol,Manual,First,Individual,FWD,1
7452.0,2013.0,72000.0,1248.0,4265.0,1695.0,1685.0,7.0,45.0,Diesel,Manual,First,Individual,FWD,1
7140.0,2017.0,35000.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Automatic,Third,Individual,FWD,1
15600.0,2020.0,27000.0,1493.0,4315.0,1800.0,1645.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,2
19800.0,2017.0,52458.0,1798.0,4861.0,1864.0,1483.0,5.0,66.0,Petrol,Automatic,First,Individual,FWD,2
3840.0,2011.0,75000.0,1991.0,4597.0,1788.0,1477.0,5.0,60.0,Diesel,Manual,Second,Individual,FWD,0
5760.0,2015.0,49000.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
7080.0,2014.0,86000.0,1248.0,3850.0,1695.0,1530.0,5.0,42.0,Diesel,Manual,First,Individual,FWD,1
7200.0,2014.0,75574.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,Second,Individual,FWD,1
7560.0,2015.0,115339.0,1493.0,3995.0,1835.0,1839.0,7.0,60.0,Diesel,Manual,Second,Individual,RWD,1
5340.0,2016.0,22402.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
6540.0,2015.0,42000.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,1
28500.0,2017.0,61643.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,First,Individual,AWD,3
39600.0,2019.0,42475.0,3198.0,4903.0,1869.0,1837.0,7.0,80.0,Diesel,Automatic,First,Individual,AWD,1
29820.0,2012.0,44724.0,3496.0,5157.0,2183.0,1659.0,7.0,80.0,Petrol,Automatic,First,Individual,AWD,3
3900.0,2011.0,89000.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Automatic,Second,Individual,FWD,1
6960.0,2011.0,117000.0,2179.0,4430.0,1817.0,1975.0,7.0,60.0,Diesel,Manual,Second,Individual,AWD,1
3300.0,2011.0,42000.0,1197.0,3585.0,1595.0,1550.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
5100.0,2014.0,75000.0,1498.0,4440.0,1695.0,1495.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,1
12300.0,2019.0,42000.0,1373.0,4296.0,1695.0,1685.0,7.0,45.0,Otro,Manual,First,Individual,FWD,1
3900.0,2013.0,51000.0,1461.0,4425.0,1695.0,1505.0,5.0,41.0,Diesel,Manual,First,Individual,FWD,1
9060.0,2022.0,2272.0,1197.0,3805.0,1680.0,1520.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
8100.0,2016.0,49148.0,1373.0,4265.0,1695.0,1685.0,7.0,45.0,Petrol,Automatic,Second,Individual,FWD,1
16788.0,2021.0,11000.0,1497.0,4315.0,1800.0,1645.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,2
5400.0,2014.0,52000.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
11339.988,2017.0,41417.0,1197.0,3971.0,1682.0,1469.0,5.0,45.0,Petrol,Automatic,First,Individual,FWD,1
6300.0,2014.0,64000.0,1582.0,4370.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,1
23160.0,2021.0,15000.0,1956.0,4598.0,1894.0,1706.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,1
10200.0,2019.0,85641.0,1493.0,3995.0,1835.0,1839.0,7.0,60.0,Diesel,Manual,First,Commercial Registration,RWD,1
7980.0,2017.0,48000.0,1248.0,3995.0,1745.0,1500.0,5.0,37.0,Diesel,Manual,First,Individual,FWD,1
4380.0,2014.0,31000.0,1198.0,3610.0,1680.0,1500.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
5400.0,2016.0,48200.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,Second,Individual,FWD,1
38388.0,2019.0,6900.0,1968.0,4861.0,1864.0,1483.0,5.0,66.0,Diesel,Automatic,First,Individual,FWD,2
10500.0,2019.0,58618.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
6600.0,2019.0,48000.0,998.0,3655.0,1620.0,1675.0,5.0,60.0,Otro,Manual,First,Individual,FWD,1
20340.0,2019.0,20856.0,1956.0,4598.0,1894.0,1706.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,1
16740.0,2013.0,65000.0,1995.0,4633.0,1811.0,1429.0,5.0,57.0,Diesel,Automatic,Second,Individual,RWD,3
13788.0,2019.0,26894.0,1591.0,4440.0,1729.0,1475.0,5.0,45.0,Petrol,Automatic,First,Individual,FWD,1
4800.0,2017.0,43000.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Otro,Manual,First,Individual,FWD,1
4680.0,2014.0,67000.0,1198.0,3990.0,1680.0,1505.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,1
10200.0,2016.0,114000.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Manual,First,Individual,FWD,1
6000.0,2014.0,62000.0,1498.0,3987.0,1698.0,1483.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
43800.0,2019.0,34000.0,3198.0,4892.0,1860.0,1837.0,7.0,80.0,Diesel,Automatic,First,Individual,AWD,1
3900.0,2015.0,67738.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Otro,Manual,Second,Individual,FWD,1
46800.0,2015.0,39000.0,2993.0,5252.0,1899.0,1457.0,5.0,83.0,Diesel,Automatic,First,Individual,RWD,4
10380.0,2016.0,67000.0,1248.0,4296.0,1695.0,1685.0,7.0,45.0,Diesel,Manual,First,Individual,FWD,1
17940.0,2018.0,28000.0,1368.0,4395.0,1818.0,1640.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,2
28800.0,2017.0,59267.0,1968.0,4726.0,1842.0,1427.0,5.0,54.0,Diesel,Automatic,First,Individual,FWD,3
33000.0,2021.0,34228.0,2393.0,4735.0,1830.0,1795.0,8.0,55.0,Diesel,Manual,First,Individual,RWD,2
21000.0,2019.0,57000.0,1368.0,4395.0,1818.0,1640.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,2
15540.0,2011.0,56000.0,1995.0,4899.0,2094.0,1464.0,5.0,58.0,Diesel,Automatic,First,Individual,RWD,3
8340.0,2016.0,82445.0,1248.0,4490.0,1730.0,1485.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,1
8880.0,2017.0,88000.0,1248.0,4296.0,1695.0,1685.0,7.0,45.0,Diesel,Manual,First,Individual,FWD,1
21179.988,2021.0,1942.0,1498.0,4323.0,1809.0,1650.0,5.0,48.0,Petrol,Automatic,First,Individual,FWD,2
4740.0,2016.0,28000.0,1197.0,3585.0,1595.0,1550.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
3300.0,2013.0,34000.0,814.0,3495.0,1550.0,1500.0,5.0,32.0,Petrol,Manual,First,Individual,FWD,1
5819.988,2017.0,86006.0,1364.0,3884.0,1695.0,1510.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,2
3780.0,2013.0,45000.0,998.0,3515.0,1500.0,1510.0,5.0,32.0,Petrol,Manual,First,Individual,FWD,1
16800.0,2013.0,60000.0,1968.0,4915.0,1874.0,1455.0,5.0,65.0,Diesel,Automatic,Second,Individual,FWD,3
11700.0,2019.0,58000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
18600.0,2022.0,600.0,1498.0,4323.0,1809.0,1650.0,5.0,48.0,Petrol,Manual,First,Individual,FWD,2
8340.0,2020.0,18000.0,1197.0,3805.0,1680.0,1520.0,5.0,60.0,Otro,Manual,First,Individual,FWD,1
31800.0,2018.0,50000.0,1995.0,4454.0,2044.0,1545.0,5.0,63.0,Diesel,Automatic,Second,Individual,RWD,3
16200.0,2018.0,56500.0,2179.0,4456.0,1820.0,1995.0,7.0,60.0,Diesel,Manual,First,Individual,RWD,1
13140.0,2017.0,39000.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Automatic,Second,Individual,FWD,1
6300.0,2014.0,48000.0,1461.0,4315.0,1822.0,1695.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,1
9300.0,2015.0,82000.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Manual,Second,Individual,FWD,1
46200.0,2017.0,45600.0,2143.0,4656.0,1890.0,1639.0,5.0,66.0,Diesel,Automatic,Second,Individual,AWD,3
8400.0,2014.0,64000.0,1797.0,4530.0,1775.0,1470.0,5.0,56.0,Petrol,Manual,First,Individual,FWD,1
9300.0,2017.0,71000.0,1373.0,4296.0,1695.0,1685.0,7.0,45.0,Petrol,Manual,First,Individual,FWD,1
7680.0,2016.0,124000.0,1598.0,4386.0,1699.0,1466.0,5.0,55.0,Diesel,Manual,First,Individual,FWD,2
7080.0,2014.0,55000.0,1461.0,4331.0,1822.0,1671.0,5.0,50.0,Diesel,Manual,Second,Individual,FWD,1
6540.0,2016.0,70500.0,1396.0,3995.0,1760.0,1555.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
14100.0,2013.0,50000.0,1968.0,4701.0,1826.0,1427.0,5.0,63.0,Diesel,Automatic,First,Individual,FWD,3
33000.0,2022.0,31000.0,2184.0,4695.0,1890.0,1755.0,7.0,60.0,Diesel,Automatic,First,Individual,AWD,1
5700.0,2016.0,16630.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
9132.0,2017.0,38000.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Automatic,Second,Individual,FWD,1
5700.0,2014.0,73265.0,1998.0,4597.0,1788.0,1477.0,5.0,60.0,Diesel,Automatic,Second,Individual,FWD,0
2220.0,2010.0,64000.0,1586.0,4490.0,1735.0,1560.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,1
7020.0,2017.0,24100.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
21479.988,2015.0,45000.0,2143.0,4417.0,1804.0,1494.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,3
9000.0,2018.0,65000.0,1248.0,3840.0,1735.0,1530.0,5.0,37.0,Diesel,Manual,First,Individual,FWD,1
3420.0,2013.0,25200.0,998.0,3539.0,1475.0,1700.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
17880.0,2021.0,11000.0,1498.0,4440.0,1695.0,1495.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,1
33300.0,2016.0,48000.0,2143.0,4686.0,1810.0,1442.0,5.0,66.0,Diesel,Automatic,First,Individual,RWD,3
7176.0,2015.0,58200.0,1591.0,4370.0,1700.0,1475.0,5.0,43.0,Petrol,Automatic,First,Individual,FWD,1
4500.0,2018.0,48144.0,1199.0,3992.0,1677.0,1537.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
3000.0,2011.0,53000.0,1197.0,3585.0,1595.0,1550.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
5160.0,2016.0,26600.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Otro,Manual,First,Individual,FWD,1
6600.0,2020.0,19000.0,1197.0,3655.0,1620.0,1675.0,5.0,32.0,Petrol,Manual,First,Individual,FWD,1
4680.0,2015.0,70000.0,998.0,3600.0,1600.0,1560.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,1
21000.0,2021.0,14000.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Manual,First,Individual,FWD,1
9600.0,2015.0,90000.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Manual,First,Individual,FWD,1
9600.0,2022.0,10000.0,1197.0,3845.0,1735.0,1530.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
33900.0,2018.0,23000.0,2143.0,4630.0,1777.0,1432.0,5.0,57.2,Diesel,Automatic,First,Individual,FWD,3
9600.0,2021.0,13000.0,999.0,3991.0,1750.0,1605.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,1
29100.0,2016.0,60000.0,1968.0,4933.0,1874.0,1455.0,5.0,75.0,Diesel,Automatic,First,Individual,FWD,3
3420.0,2017.0,45600.0,796.0,3395.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
13080.0,2019.0,40900.0,1496.0,4425.0,1730.0,1495.0,5.0,42.0,Petrol,Automatic,First,Corporate,FWD,2
11939.988,2019.0,27900.0,1462.0,4445.0,1775.0,1700.0,6.0,45.0,Petrol,Manual,First,Individual,FWD,1
18156.0,2015.0,79000.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,Second,Individual,AWD,3
2400.0,2014.0,56000.0,1120.0,3995.0,1660.0,1520.0,5.0,43.0,Diesel,Manual,Third,Individual,FWD,1
4500.0,2013.0,29135.0,1197.0,3995.0,1710.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
34800.0,2011.0,56000.0,4163.0,4649.0,1860.0,1366.0,5.0,64.0,Petrol,Automatic,Third,Individual,AWD,3
42000.0,2019.0,55000.0,1950.0,4686.0,1810.0,1442.0,5.0,66.0,Diesel,Automatic,Second,Individual,RWD,3
39600.0,2014.0,25000.0,2967.0,5089.0,1983.0,1737.0,6.0,100.0,Diesel,Automatic,Second,Individual,AWD,3
30600.0,2013.0,65000.0,2995.0,5247.0,2110.0,1448.0,5.0,83.0,Petrol,Automatic,Second,Individual,RWD,4
7320.0,2017.0,105000.0,1248.0,3850.0,1695.0,1530.0,5.0,42.0,Diesel,Manual,First,Corporate,FWD,1
15588.0,2019.0,39000.0,1582.0,4270.0,1780.0,1665.0,5.0,55.0,Diesel,Manual,First,Individual,FWD,1
